A113116	FiniteSequence	1,3,9,2071723,6215169,18645507,5363222357,16089667071,48269001213,11111111111111111,33333333333333333,99999999999999999	# 12 Divisors of 10^17 - 1.
A114030	FiniteSequence	1,11,56,375,22511,14069393,865808801,53597687682317,3310445415672521952	# 9 n-th partial concatenation of A114729 divided by Fibonacci(n).
A120951	FiniteSequence	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,62,63,64,65,67,68,69,70,71,72,73,74,76,77,78,80,81,83,84,85,86,89,91,92,93,96,97,98,101,102,104,105,107,108,109,112,113,116,117,119,122,124,125,128,133,136,137,140,141,149,153,161,164,173,177,182,188,189,197,203,221,224,236,245	# 124 Numbers that are not the sum of 5 distinct nonzero squares.
A121236	FiniteSequence	7919,604801,10200959,44351999,44352001,50232961,244823041,460815505919,64561751654399,4089470473293004801,4157776806543360001,86775571046077562879	# 12 Primes of the form A001228(n) + 1 and A001228(n) - 1 where A001228 = orders of sporadic simple groups.
A127891	FiniteSequence	2,13,113,1223,12113,121283,1237547,12184967,124536947,1219861613,12181833347,121339693967,1213536676883,12673876537547,121848768729173,1275463876537547,12429121339693967,165678739293946997,1276812967623946997,15396334245663786197,315396334245663786197,5918918997653319693967,57686312646216567629137,357686312646216567629137	# 24 Smallest n-digit left-truncatable prime.
A130059	FiniteSequence	67,89,199,331,617,881,5281,35839,22270249,24939553,395297101,2414250301,40834167001,184879309516177,207091473814443440700193,30576308069075829315234744136241,175651822579831731574054050278935909201,109606420475170539243380866438311892933511638772789857	# 18 Primes p such that k=p*23^2 divides 3^(k-1) - 2^(k-1); or primes in A130058.
A130734	FiniteSequence	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,105,106,107,108,109,115,116,117,118,119	# 110 List of numbers of cents you can have in US coins without having change for a dollar.
A130738	FiniteSequence	3,5,7,9,11,13,23,721,979007,661211444787,622321538786143185105739,511768271877666618502328764212401495966764795565,209525411280522638000804396401925664136495425904830384693383280180439963265695525939102230139815	# 13 Greedy odd Egyptian fraction representation of 1 (without repeats).
A132722	FiniteSequence	1,2,3,4,5,6,7,8,9,16,25,36,49,64,81,125,216,343,512,729,1296,2401,4096,6561,16807,32768,59049,117649,262144,531441,2097152,4782969,16777216,43046721,134217728,387420489,1073741824,3486784401,31381059609,282429536481,2541865828329,22876792454961,205891132094649,1853020188851841,16677181699666569,150094635296999121,1350851717672992089,12157665459056928801,109418989131512359209	# 49 Numbers with k decimal digits that are also k-th powers.
A135237	FiniteSequence	1,3,4,81,234256,390625,614656,52521875,60466176,8303765625,24794911296,480682838924478847449	# 12 Numbers n such that n=s^pi(pi(s)) where s is sum of its digits.
A140861	FiniteSequence	1791410,91420792410,91720799141109241100,991720492711007917,2791720,91491720072,1791620,91620792610,99171104927110079916207110,31791720,99172049173200731	# 11 Decimal Goedelization of Heyting''s 11 axioms for intuitionistic propositional logic.
A145380	FiniteSequence	2,3,5,7,28116440335967,449177399146038697307,35452590104031691935943	# 7 Prime narcissistic (or Armstrong) numbers.
A145442	FiniteSequence	10,100,1000,1000000,1000000000,1000000000000,1000000000000000,1000000000000000000,1000000000000000000000,1000000000000000000000000	# 10 Multipliers of SI prefixes, in increasing order.
A158816	FiniteSequence	7,80929,1390916281,2475486361,48009215293052652841860443273079338843737271906291675944391068955229998769420319,626322472637042112379617556574437460372478130091490111806135154280070248067062629972139895896953692975358576879266688023648639640273675162065398163911	# 6 Prime factors of 2^843 - 1
A159774	FiniteSequence	1012,102,102342,1031345242,103524563142,1042,10467842,105263157894736842,316,10631694842	# 10 Least number m, written in base n, such that m/2 is obtained merely by shifting the leftmost digit of m to the right end, and 2m by shifting the rightmost digit of m to the left end, digits defined in base n.
A159863	FiniteSequence	10113,101343,1020412245351433,1023,10262054413,103,1034482758620689655172413793,2076	# 8 a(3)(baseN) = least number m such that the quotient m/3 is obtained merely by shifting the leftmost digit (MSD) of m to the right end (LSD), and the multiple 3m by shifting the LSD of m to the MSD, in order of increasing number base, N.
A160514	FiniteSequence	256,9,25,49,119663008743245277588690345984961	# 5 The sequence is: 2^8, 3^2, 5^2, 7^2, 10939058860032031^2 where 10939058860032031 is prime and where its order is an integer 337736875876935471466319632507953926400 and is equal to ((640320)^3 + 744)^2 * 70^2 where (640320)^3 + 744 is an integer value which is nearly Ramanujan''s constant and 1^2 + 2^2 + 3^2 + ... + 22^2 + 23^2 + 24^2 = 70^2 which is related to the norm vector 0 used in construction of the Leech lattice.
A161405	FiniteSequence	4,1000000000000,0,2,0,-1,-1,0,5,-1,-1,1000,1000,1,-1,0,100000000000000000000000000000000000000000,15,0,2,3,1,9,-1,1000000000000000000000000000000000000,31,10	# 27 Smallest nonnegative integer containing the n-th letter of the alphabet (in Spanish), or -1 if no such number exists.
A161699	FiniteSequence	1,6,20,50,104,190,315,484,699,958,1255,1580,1919,2254,2565,2832,3037,3166,3210,3166,3037,2832,2565,2254,1919,1580,1255,958,699,484,315,190,104,50,20,6,1	# 37 Number of reduced words of length n in the Weyl group B_6.
A168137	FiniteSequence	1,0,8,13,14,25,24,74,112,127,125,165,265,1265,2568,12468,1002568,1001002568,1000001001002568,1000000001000001001002568,1001000000001000001001002568	# 21 a(n) = the smallest number whose American English name contains n distinct letters of the alphabet. 3<=n<=23
A168387	FiniteSequence	8,1,0,16,4,19,22,31,24,42,142,239,1042,1239,2389,10389,310589,1310589,1000001310589,1000000000000000000000001000001310589,1000001000000000000000000000001000001310589	# 21 a(n) = the smallest number whose Spanish name contains n distinct letters of the alphabet. 2<=n<=22
A169667	FiniteSequence	23361421521715200000,19403468278119790545603479218421760000000000,12389761771281087987161913865011039548629176646031786340025309566313679656889905840128000000000000000000000	# 3 The classical Lie superfactorial of types E6, E7, E8.
A171134	FiniteSequence	1,3,7,29,59,473,947,1895,3791,7583,242657,1941257,15530057,1987847297,15902778377,127222227017,1017777816137,81422222529097,1042204483724417,133402173916725377,17075478261340848257	# 21 Similar to A168612, but append on the right a string with the smallest number of 0s followed by a 1.
A171263	FiniteSequence	30241,2178541,23569921,66433720321,630532357710420079508428362350593,1928622300236318049928258133164033,651350717502447739281012140234441171379683329	# 7 Primes of the form 1 + 4-multiperfect numbers.
A171264	FiniteSequence	30823866178561,796928461056001,1802582780370364661761,2827987212986831882236723201,68688966922031309945174465761834751373920047004215278394826366933532673	# 5 Primes of the form 1 + 5-multiperfect numbers.
A172290	FiniteSequence	3,3,5,7,7,13,13,29,43,53,79,113,127,157,313,337,547,911,1093,1093,1249,1429,1613,2731,3121,4733,5419,8191,14449,21841,121369,224771,503413,1210483,1948129,22366891,108749551,112901153,23140471537,25829691707,105310750819,467811806281,4093204977277417,8861085190774909,556338525912325157,86977595801949844993,275700717951546566946854497,292653113147157205779127526827,3194753987813988499397428643895659569	# 49 Prime divisors of 2^1092-1, listed with multiplicities.
A174848	FiniteSequence	330,330,43890,2310,210,53130,2310,9690,53130,2310,3570,79170,30030,1360590,53130,53130,30030,43890,177521190,1607970,11741730,690690,75992317170,340510170,325046311590,1618964990108856390	# 26 Squarefree kernels of orders of sporadic simple groups.
A177868	FiniteSequence	1,2,2,2,3,3,3,1,1,2,1	# 11 a(n) = number of 2-digit primes with digit sum n, where n runs through the non-multiples of 3 in the range [2..17].
A178443	FiniteSequence	1,3,5,9,11,15,17,27,121,187,191,275,277,573,831,14641,14653,109443,109451,131877,161183,249101,249103,254221,214710409,1603785503,3146151623077,23500268975459,23500268975497,352504034632455,352504034632459,675511501766876508493,8283939628810696270871857123	# 33 Two numbers k and l we call equivalent if they have the same vector of exponents with positive components in prime power factorization. Let a(1)=1, a(2)=3. If n>=3 is prime, then a(n) is the smallest prime greater than a(n-1); otherwise, a(n)>a(n-1) is the smallest number equivalent to n such that prime power factorization of a(n) contains only primes which already appeared in the sequence.
A186506	FiniteSequence	1,13,139,12739,1281739,1281739243,1281737299243,12817372218799243,128173765612218799243,12196838173765612218799243,1219683817376590495612218799243,1219683817714717376590495612218799243,1219683853144117714717376590495612218799243,12196838531441159432317714717376590495612218799243,121968385314411594323177147478296917376590495612218799243	# 15 An example of a pyramid of numbers that starts with 1 and successive terms are primes formed by inserting the next power of 3 somewhere in the previous term.
A187663	FiniteSequence	1,210,2310,223092870,6469693230,200560490130,304250263527210,614889782588491410,32589158477190044730,1922760350154212639070,117288381359406970983270	# 11 a(0) = 1, a(n) = least primorial sharing at least n distinct digits with a(n-1).
A188803	FiniteSequence	3,17,257,641,65537,167772161,2748779069441,46179488366593,1328165573307087716353,188894659314785808547841	# 10 Primes that divide 2^(2^100) - 1 and 10^(10^100) - 1.
A193409	FiniteSequence	0,1,2,3,4,5,6,7,8,9,101,212,323,434,545,656,767,878,989,21012,32123,43234,54345,65456,76567,87678,98789,3210123,4321234,5432345,6543456,7654567,8765678,9876789,432101234,543212345,654323456,765434567,876545678,987656789,54321012345,65432123456,76543234567,87654345678,98765456789,6543210123456,7654321234567,8765432345678,9876543456789,765432101234567,876543212345678,987654323456789,87654321012345678,98765432123456789,9876543210123456789	# 55 Crater numbers.
A200565	FiniteSequence	819,5256,838044,322001299796379844	# 4 Integral x solutions of elliptic curve x^3-y^2 = 54814765 = A200218(2).
A204189	FiniteSequence	43142746595714191,48425980631694091,53709214667673991,58992448703653891,64275682739633791,69558916775613691,74842150811593591,80125384847573491,85408618883553391,90691852919533291,95975086955513191,101258320991493091,106541555027472991,111824789063452891,117108023099432791,122391257135412691,127674491171392591,132957725207372491,138240959243352391,143524193279332291,148807427315312191,154090661351292091,159373895387271991,164657129423251891,169940363459231791,175223597495211691	# 26 Benoît Perichon''s 26 primes in arithmetic progression.
A208130	FiniteSequence	1,2,3,4,5,6,7,8,9,89,135,2537,60409,4901732,17735872,45279768,393470463,3623008669,3893095238,229386834955666,1892713761283624,1501212693940707502,1517944702855898904,12303679765763687463,122947811178635339597,1095354314191826124704,1106509957063490820877	# 27 Numbers that when expressed in decimal are equal to the sum of the digits sorted into nondecreasing order and raised to the powers 1, 2, 3, ...
A208934	FiniteSequence	8,7,6,3,1,5,20,6,1,-1,1000000000000000000000000000000000000000000000000,11,1000000,1,1000000,1000000000000000000000000000000000000000000,1000000000000000000000000,3,1,8,9,4,2,1000000000000000000000000000000000000,-1,2,-1,12,5,30	# 30 Smallest positive integer containing the n-th letter of the alphabet in German, including the umlauts and ß (sharp s), but treating the letters a, o, u separately from their umlauted versions, or -1 if no such integer exists.
A219022	FiniteSequence	225,449,671,890,1105,1315,1520,1719,1910,2093,2267,2431,2585,2728,2859,2978,3084,3177,3256,3321,3372,3409,3431,3438	# 24 ?ryabha?a''s sine table. (Also Aryabhata or ??????.)
A224078	FiniteSequence	2,6,12,60,120,360,2520,5040,55440,720720,1441440,4324320,21621600,367567200,6983776800,321253732800,6064949221531200,791245405339403414400,37188534050951960476800,581442729886633902054768000	# 20 Numbers that are superior highly composite and colossally abundant
A228001	FiniteSequence	2,220217,444720257,51054291106366982498617178218209509431006624318394826526089092486656912521526928471671	# 4 Prime factors of 10^100 - 2.
A237602	FiniteSequence	13,223,3583,57331,916831,14669299,234708791,3744723967,59915583473,958649335571,14567880621971,65540984520023,1048655752320287,16778492037124607	# 14 Largest prime with n hexadecimal digits which is a right-truncatable prime in base 16.
A238936	FiniteSequence	1,6,36,216,1296,7776,46656,279936,1679616,2176782336,16926659444736,4738381338321616896,36845653286788892983296,17324272922341479351919144385642496	# 14 Powers of 6 without the digit ''0'' in their decimal expansion.
A239036	FiniteSequence	3,5,7,9,11,13,23,721,979011,175878510309,20622166925499467673345	# 11 A set of eleven distinct positive odd numbers the sum of whose reciprocals is 1 and whose 11th term is as large as possible.
A245809	FiniteSequence	1,2,3,4,5,6,7,10,11,12,14,15,20,21,22,28,30,33,35,42,44,55,60,66,70,77,84,105,110,132,140,154,165,210,220,231,308,330,385,420,462,660,770,924,1155,1540,2310,4620	# 48 Divisors of 4620.
A246605	FiniteSequence	0,1,2,3,4,5,6,7,8,9,81,512,729,2401,6561,32768,59049,531441,2097152,4782969,43046721,134217728,387420489,3486784401,31381059609,282429536481,2541865828329,22876792454961,205891132094649,1853020188851841,16677181699666569,150094635296999121,1350851717672992089,12157665459056928801,109418989131512359209	# 35 Numbers n such that n = (digital root of n)^(number of digits of n).
A247156	FiniteSequence	8980616927734375,3503434660075044981,172399434201593354756,286243267692724486144,640558364167263622626,691170144025469730622,1480279477146615234375,1768130802583126953125,4567199176912486400000,42940402913709544921875,70660346341309333984375,149614794149226010902528,161649111002260792968750,191259085113459945312500,260799524107083767968750,597787522207315571077947,626877403613887304040448,689763222744895005949242,689766726179555080994223,5514132424881463208443904,7567151576542452425781250,9592298143650890255171584,136574874874360806036041889	# 23 Numbers that are repeated in A001379.
A247235	FiniteSequence	1,2,4,8,19,38,76,152,1800829,3601658,7203316,14406632,34215751,68431502,136863004,273726008,21350096865126907517,42700193730253815034,85400387460507630068,170800774921015260136,405651840437411242823,811303680874822485646,1622607361749644971292,3245214723499289942584,38447873587529623736931593,76895747175059247473863186,153791494350118494947726372,307582988700236989895452744,730509598163062851001700267,1461019196326125702003400534,2922038392652251404006801068,5844076785304502808013602136	# 32 Divisors of 5844076785304502808013602136.
A257937	FiniteSequence	1111151,1111181,1111211,1111711,1114111,1117111,1171111,2999999,3233333,3331333,3333133,3333233,3333313,3333331,3333373,3333383,3333433,3337333,3353333,3433333,3733333,4999999,7477777,7577777,7727777,7772777,7774777,7777727,7778777,7877777,9899999,9929999,9999299,9999929,9999991	# 35 Primes p such that one digit appears exactly six times together with a single different digit.
A258704	FiniteSequence	1088640,483840,846720,4354560,72576000,6038323200,2690072985600,4157776806543360000	# 8 Orders of groups in the Thompson chain of subgroups of the Conway simple group Co_1.
A258705	FiniteSequence	24,336,12096,1209600,503193600,2690072985600,8315553613086720000	# 7 Orders of groups in chain of subgroups of Conway''s group Co_0 arising from complete graphs.
A260214	FiniteSequence	0,10,105,1035,10296,102378,1024596,10348975,102738945,1062489753	# 10 a(n) is the first triangular number whose decimal representation uses n distinct digits.
A273085	FiniteSequence	3,5,5,5,23,29,37,41,67,113,113,113,197,617,881,10193,103867,521497,938071,1106356357,1546157677,100343116693,518914006417,1145565031404704513,135178919999357237393881,620712448371732926474772025689944913040651041015217889164158638163856301549281	# 26 Prime divisors of 68^112 - 1, listed with multiplicities.
A273471	FiniteSequence	1093,4733,21841,503413,1948129,112901153,23140471537,467811806281,4093204977277417,8861085190774909,556338525912325157,86977595801949844993,275700717951546566946854497,3194753987813988499397428643895659569	# 14 Primes p such that at least one of 1093*p or 1093*p^2 is a Poulet number, i.e., a term of A001567.
A273472	FiniteSequence	3511,10531,1024921,1969111,4633201,409251961,21497866557571,194900834792501371,4242734772486358591,85488365519409100951,255375215316698521591,1439538040790707946401,5302306226370307681801,2728334536034592865339299805712535332071,1514527568177848809210967221069334182785475908756709327091,559791068131697034376217936561708451475280017605178661418575551,656640320787712008058581244241126148909602076298405712103045387152988908318802087128873347971063698441918022286945981375193401,25006596829256741460214169653933852849128490077459890197421900490545433220443136638425782879171530372521984642165350019685875922245867185516694881	# 18 Primes p such that at least one of 3511*p or 3511*p^2 is a Poulet number, i.e., a term of A001567.
A278064	FiniteSequence	1,2,3,4,5,6,7,8,9,10,11,12,3,13,14,5,15,6,7,16,18,10,8,18,22,12,19,14,24,11,23,27,16,13,17,15,26,20,10,27,36,20,15,42,14,31,21,34,28,15,23,50,14,31,54,24,19,23,42,32,31,34,51,14,36,61,29,17,77	# 69 Relative of Hofstadter Q-sequence: a(n) = n for 1 <= n <= 12; a(n) = a(n-a(n-1)) + a(n-a(n-2)) for n > 12.
A281873	FiniteSequence	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,200,77706,16532869712,3230579689970657935732,36802906522516375115639735990520502954652700	# 35 a(n+1) is the smallest number greater than a(n) such that Sum_{j=1..n+1} 1/a(j) <= 4, a(1) = 1.
A283563	FiniteSequence	1,2,3,4,5,6,11,18,22,71	# 10 Numbers n such that A112368(n) = Sum_{i=0..n} 2^i*i! is prime.
A289354	FiniteSequence	1,9,45,165,495,1287,3003,6435,12870,24309,43741,75465,125445,201675,314523,477015,705012,1017225,1435005,1981845,2682559,3562131,4644255,5949615,7493982,9286233,11326425,13604085,16096905,18770031,21576079,24455955,27340500,30152925,32811945,35235465,37344615,39067875,40344975,41130255,41395240,41130255,40344975,39067875,37344615,35235465,32811945,30152925,27340500,24455955,21576079,18770031,16096905,13604085,11326425,9286233,7493982,5949615,4644255,3562131,2682559,1981845,1435005,1017225,705012,477015,314523,201675,125445,75465,43741,24309,12870,6432,3003,1287,495,165,45,9,1	# 81 Number of 9-digit numbers whose sum of digits is n.
A290047	FiniteSequence	2,45181,6290021506693847759,25266964023001914822246560759,10384129888710330539039375199241	# 5 Primes in A290046.
A291042	FiniteSequence	10529630094750052867957659797284314695762718513641400204044879414141178131103515625,94766670852750475811618938175558832261864466622772601836403914727270603179931640625,179003711610750898755280216553833349827966214731903803468762950040400028228759765625,263240752368751321698941494932107867394067962841035005101121985353529453277587890625,347477793126751744642602773310382384960169710950166206733481020666658878326416015625	# 5 One powerful arithmetic progression with nontrivial difference and maximal length.
A291360	FiniteSequence	3,5,7,11,13,17,19,31,37,41,61,73,97,109,151,181,241,257,331,433,577,631,673,1321,23311,38737,54001,61681,8369281,18837001,29247661,394783681,4278255361,4562284561,46908728641,168692292721,487824887233,469775495062434961,750016890283777055704738227247474485366338380663681	# 39 Prime divisors of 2^720 - 1.
A305500	FiniteSequence	0,3375,32768,884736,884736000,147197952000,262537412640768000	# 7 a(n) = (-1) * j((1+Sqrt(-A003173(n+2))/2).
