A068423	67	FATO	timeout	  4452 ms
A068477	728	FATO	timeout	  4007 ms
A068480	68	FATO	timeout	  4011 ms
A068481	64	FATO	timeout	  4087 ms
A068482	333	FATO	timeout	  4081 ms
A068483	67	FATO	timeout	  4164 ms
A068559	105	FATO	timeout	  4008 ms
A068584	0	FATOK	blocked	  4000 ms
A068935	597	FATO	timeout	  4001 ms
A068955	49	FATO	timeout	  4051 ms
A069003	10000	pass	224	 ms
A069010	16385	pass	461	 ms
A069060	69	pass	126	 ms
A069087	10000	pass	222	 ms
A069088	16384	pass	87	 ms
A069104	1000	pass	90	 ms
A069157	10000	pass	81	 ms
A069164	10000	pass	2523	 ms
A069168	10000	pass	334	 ms
A069169	10000	pass	209	 ms
A069184	16384	pass	53	 ms
A069193	10000	pass	47	 ms
A069194	10000	pass	28	 ms
A069201	10000	pass	32	 ms
A069205	1000	pass	16	 ms
A069208	10000	pass	37	 ms
A069224	10000	pass	130	 ms
A069230	10000	pass	19	 ms
A069231	10000	pass	216	 ms
A069232	1000	pass	22	 ms
A069233	10000	pass	95	 ms
A069248	10000	pass	32	 ms
A069249	10000	pass	49	 ms
A069260	538	pass	92	 ms
A069267	35	pass	8	 ms
A069283	10001	pass	40	 ms
A069288	10000	pass	34	 ms
A069289	10000	pass	27	 ms
A069345	5000	pass	17	 ms
A069346	10000	pass	174	 ms
A069348	10000	pass	173	 ms
A069350	10000	pass	349	 ms
A069351	10000	pass	381	 ms
A069360	10000	pass	191	 ms
A069546	10000	pass	44	 ms
A069553	10000	pass	18	 ms
A069561	350	pass	394	 ms
A069575	8	pass	16	 ms
A069584	10000	pass	16	 ms
A069623	10000	pass	16	 ms
A069625	359	pass	65	 ms
A069715	10000	pass	30	 ms
A069727	1001	pass	1724	 ms
A069733	10000	pass	25	 ms
A069780	10000	pass	158	 ms
A069782	10000	pass	128	 ms
A069799	8192	pass	30	 ms
A069817	10000	pass	281	 ms
A069828	71	pass	4	 ms
A069840	19	pass	25	 ms
A069865	201	pass	111	 ms
A069881	15636	pass	823	 ms
A069891	10001	pass	31	 ms
A069895	61	pass	0	 ms
A069901	10000	pass	64	 ms
A069912	10001	pass	22	 ms
A069949	10000	pass	64	 ms
A069955	833	pass	257	 ms
A069976	54	pass	2	 ms
A069977	10000	pass	46	 ms
A069004	3455	FATO	timeout	  4001 ms
A069035	80	FATO	timeout	  7194 ms
A069057	221	FATO	timeout	  4004 ms
A069061	190	FATO	timeout	  4121 ms
A069062	2091	FATO	timeout	  4006 ms
A069066	1928	FATO	timeout	  4001 ms
A069069	119	FATO	timeout	  4789 ms
A069107	54	FATO	timeout	  4189 ms
A069167	648	FATO	timeout	  4041 ms
A069186	57	FATO	timeout	  5108 ms
A069236	4446	FATO	timeout	  4010 ms
A069263	155	FATO	timeout	  5063 ms
A069567	1391	FATO	timeout	  4008 ms
A069781	604	FATO	timeout	  4029 ms
A069811	7481	FATO	timeout	  4001 ms
A069819	505	FATO	timeout	  4026 ms
A069821	518	FATO	timeout	  4030 ms
A069827	811	FATO	timeout	  4013 ms
A069925	212	FATO	timeout	  4103 ms
A069933	7080	FATO	timeout	  4002 ms
A070038	10000	pass	818	 ms
A070039	5000	pass	71	 ms
A070276	100	pass	267	 ms
A070279	10000	pass	33	 ms
A070307	160	pass	30	 ms
A070319	10000	pass	48	 ms
A070321	10000	pass	36	 ms
A070324	10000	pass	35	 ms
A070518	250	pass	29	 ms
A070521	13	pass	16	 ms
A070554	10001	pass	56	 ms
A070592	12	pass	2897	 ms
A070600	18	pass	4	 ms
A070635	10000	pass	26	 ms
A070740	99	pass	13	 ms
A070748	10000	pass	326	 ms
A070752	5000	pass	158	 ms
A070777	84	pass	6	 ms
A070780	101	pass	18	 ms
A070800	16383	pass	126	 ms
A070819	10000	pass	124	 ms
A070820	10000	pass	129	 ms
A070824	10000	pass	14	 ms
A070896	385	pass	63	 ms
A070915	10000	pass	49	 ms
A070941	93	pass	17	 ms
A070965	10000	pass	96	 ms
A070966	100	pass	0	 ms
A070969	14	pass	2	 ms
A070037	0	FATOK	blocked	  4000 ms
A070070	247	FATO	timeout	  4036 ms
A070071	494	FATO	timeout	  4032 ms
A070177	6	FATO	timeout	  7281 ms
A070228	1124	FATO	timeout	  4015 ms
A070275	352	FATO	timeout	  4032 ms
A070757	761	FATO	timeout	  4002 ms
A070858	298	FATO	timeout	  4015 ms
A070956	9075	FATO	timeout	  4001 ms
A070982	2005	FATO	timeout	  4006 ms
A071090	1000	pass	48	 ms
A071094	54	pass	30	 ms
A071095	54	pass	1671	 ms
A071096	13	pass	10	 ms
A071139	10000	pass	328	 ms
A071154	39	pass	16	 ms
A071204	10000	pass	50	 ms
A071218	71	pass	12	 ms
A071291	1000	pass	305	 ms
A071318	10000	pass	318	 ms
A071319	10000	pass	1928	 ms
A071324	10000	pass	79	 ms
A071353	1000	pass	214	 ms
A071364	65536	pass	161	 ms
A071391	10000	pass	50	 ms
A071532	95	pass	7	 ms
A071544	95	pass	9	 ms
A071561	10000	pass	63	 ms
A071562	10000	pass	104	 ms
A071591	69	pass	16	 ms
A071592	61	pass	5	 ms
A071625	10000	pass	32	 ms
A071626	10000	pass	2019	 ms
A071635	10001	pass	1235	 ms
A071648	10000	pass	32	 ms
A071649	92	pass	0	 ms
A071650	10000	pass	33	 ms
A071746	1001	pass	61	 ms
A071797	1000	pass	16	 ms
A071888	10000	pass	222	 ms
A071889	10000	pass	221	 ms
A071906	10001	pass	3010	 ms
A071974	10000	pass	35	 ms
A071975	10000	pass	38	 ms
A071988	56	pass	17	 ms
A071999	200	pass	237	 ms
A071068	7001	FATO	timeout	  4002 ms
A071084	60	FATO	timeout	  4251 ms
A071169	926	FATO	timeout	  4579 ms
A071315	743	FATO	timeout	  4022 ms
A071316	742	FATO	timeout	  4013 ms
A071337	756	FATO	timeout	  4030 ms
A071708	612	FATO	timeout	  4020 ms
A071778	6912	FATO	timeout	  4016 ms
A071969	440	FATO	timeout	  4033 ms
A071976	323	FATO	timeout	  4014 ms
A072016	1030	pass	565	 ms
A072082	1000	pass	629	 ms
A072084	10000	pass	734	 ms
A072157	300	pass	2428	 ms
A072194	10000	pass	89	 ms
A072202	10000	pass	450	 ms
A072203	10000	pass	436	 ms
A072211	1000	pass	2310	 ms
A072225	10000	pass	1149	 ms
A072230	79	pass	11	 ms
A072281	10000	pass	944	 ms
A072282	10000	pass	649	 ms
A072303	10000	pass	191	 ms
A072357	10000	pass	80	 ms
A072366	10000	pass	1149	 ms
A072376	10001	pass	32	 ms
A072411	10080	pass	49	 ms
A072412	10000	pass	633	 ms
A072413	10000	pass	397	 ms
A072414	10000	pass	633	 ms
A072436	10000	pass	33	 ms
A072437	10000	pass	53	 ms
A072438	10000	pass	40	 ms
A072439	10000	pass	738	 ms
A072464	10000	pass	32	 ms
A072473	10000	pass	244	 ms
A072490	66	pass	10	 ms
A072491	10008	pass	66	 ms
A072499	10000	pass	67	 ms
A072501	10000	pass	55	 ms
A072510	10000	pass	98	 ms
A072527	10000	pass	32	 ms
A072543	10000	pass	34	 ms
A072548	9999	pass	30	 ms
A072562	320	pass	379	 ms
A072565	5000	pass	40	 ms
A072566	10000	pass	252	 ms
A072585	53	pass	8	 ms
A072587	10000	pass	56	 ms
A072588	10000	pass	65	 ms
A072589	46	pass	0	 ms
A072594	10000	pass	36	 ms
A072604	16811	pass	262	 ms
