A042066	23,24,47,71,118,71,-47,24,-23,1	1,0,0,0,0,-236,0,0,0,0,-1
A042067	-1,-1,-2,-3,-5,3,-2,1,-1	-1,0,0,0,0,236,0,0,0,0,1
A042068	23,24,47,71,118,189,874,1063,1937,3000,4937,7937,4937,-3000,1937,-1063,874,-189,118,-71,47,-24,23,-1	1,0,0,0,0,0,0,0,0,0,0,0,-15874,0,0,0,0,0,0,0,0,0,0,0,1
A042069	1,1,2,3,5,8,37,45,82,127,209,336,-209,127,-82,45,-37,8,-5,3,-2,1,-1	1,0,0,0,0,0,0,0,0,0,0,0,-15874,0,0,0,0,0,0,0,0,0,0,0,1
A042072	23,24,47,71,47,-24,23,-1	1,0,0,0,-142,0,0,0,1
A042073	1,1,2,3,-2,1,-1	1,0,0,0,-142,0,0,0,1
A042075	1,1,3,16,19,35,89,213,515,728,1243,6943,15129,22072,-15129,6943,-1243,728,-515,213,-89,35,-19,16,-3,1,-1	1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1045570,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A042078	23,24,71,95,261,6098,12457,18555,49567,68122,49567,-18555,12457,-6098,261,-95,71,-24,23,-1	1,0,0,0,0,0,0,0,0,0,-136244,0,0,0,0,0,0,0,0,0,1
A042079	1,1,3,4,11,257,525,782,2089,2871,-2089,782,-525,257,-11,4,-3,1,-1	1,0,0,0,0,0,0,0,0,0,-136244,0,0,0,0,0,0,0,0,0,1
A042080	23,24,71,95,71,-24,23,-1	1,0,0,0,-190,0,0,0,1
A042081	1,1,3,4,-3,1,-1	1,0,0,0,-190,0,0,0,1
A042086	23,24,119,381,1643,2024,1643,-381,119,-24,23,-1	1,0,0,0,0,0,-4048,0,0,0,0,0,1
A042087	1,1,5,16,69,85,-69,16,-5,1,-1	1,0,0,0,0,0,-4048,0,0,0,0,0,1
A042088	23,24,119,143,119,-24,23,-1	1,0,0,0,-286,0,0,0,1
A042089	1,1,5,6,-5,1,-1	1,0,0,0,-286,0,0,0,1
A042092	23,24,167,191,167,-24,23,-1	1,0,0,0,-382,0,0,0,1
A042093	1,1,7,8,-7,1,-1	1,0,0,0,-382,0,0,0,1
A042096	23,24,263,287,263,-24,23,-1	1,0,0,0,-574,0,0,0,1
A042097	1,1,11,12,-11,1,-1	1,0,0,0,-574,0,0,0,1
A042098	23,24,359,383,359,-24,23,-1	1,0,0,0,-766,0,0,0,1
A042099	1,1,15,16,-15,1,-1	1,0,0,0,-766,0,0,0,1
A042100	23,24,551,575,551,-24,23,-1	1,0,0,0,-1150,0,0,0,1
A042101	1,1,23,24,-23,1,-1	1,0,0,0,-1150,0,0,0,1
A042102	23,24,23,-1	1,0,-48,0,1
A042103	1,1,-1	1,0,-48,0,1
A042105	1	1,-48,-1
A042106	24,577,24,-1	1,0,-1154,0,1
A042107	1,24,-1	1,0,-1154,0,1
A042108	24,385,24,-1	1,0,-770,0,1
A042109	1,16,-1	1,0,-770,0,1
A042110	24,289,24,-1	1,0,-578,0,1
A042111	1,12,-1	1,0,-578,0,1
A042114	24,193,24,-1	1,0,-386,0,1
A042115	1,8,-1	1,0,-386,0,1
A042118	24,145,24,-1	1,0,-290,0,1
A042119	1,6,-1	1,0,-290,0,1
A042120	24,121,266,387,1814,2201,6216,33281,6216,-2201,1814,-387,266,-121,24,-1	1,0,0,0,0,0,0,0,-66562,0,0,0,0,0,0,0,1
A042121	1,5,11,16,75,91,257,1376,-257,91,-75,16,-11,5,-1	1,0,0,0,0,0,0,0,-66562,0,0,0,0,0,0,0,1
A042126	24,97,24,-1	1,0,-194,0,1
A042127	1,4,-1	1,0,-194,0,1
A042130	24,73,170,753,1676,5781,1676,-753,170,-73,24,-1	1,0,0,0,0,0,-11562,0,0,0,0,0,1
A042131	1,3,7,31,69,238,-69,31,-7,3,-1	1,0,0,0,0,0,-11562,0,0,0,0,0,1
A042132	24,73,316,389,705,5324,6029,11353,51441,165676,51441,-11353,6029,-5324,705,-389,316,-73,24,-1	1,0,0,0,0,0,0,0,0,0,-331352,0,0,0,0,0,0,0,0,0,1
A042133	1,3,13,16,29,219,248,467,2116,6815,-2116,467,-248,219,-29,16,-13,3,-1	1,0,0,0,0,0,0,0,0,0,-331352,0,0,0,0,0,0,0,0,0,1
A042134	24,73,24,-1	1,0,-146,0,1
A042135	1,3,-1	1,0,-146,0,1
A042138	24,49,73,195,1048,25347,127783,280913,408696,1098305,408696,-280913,127783,-25347,1048,-195,73,-49,24,-1	1,0,0,0,0,0,0,0,0,0,-2196610,0,0,0,0,0,0,0,0,0,1
A042139	1,2,3,8,43,1040,5243,11526,16769,45064,-16769,11526,-5243,1040,-43,8,-3,2,-1	1,0,0,0,0,0,0,0,0,0,-2196610,0,0,0,0,0,0,0,0,0,1
A042140	24,49,73,122,561,683,3293,3976,7269,18514,7269,-3976,3293,-683,561,-122,73,-49,24,-1	1,0,0,0,0,0,0,0,0,0,-37028,0,0,0,0,0,0,0,0,0,1
A042141	1,2,3,5,23,28,135,163,298,759,-298,163,-135,28,-23,5,-3,2,-1	1,0,0,0,0,0,0,0,0,0,-37028,0,0,0,0,0,0,0,0,0,1
A042146	24,49,220,269,4255,8779,135940,144719,714816,1574351,714816,-144719,135940,-8779,4255,-269,220,-49,24,-1	1,0,0,0,0,0,0,0,0,0,-3148702,0,0,0,0,0,0,0,0,0,1
A042147	1,2,9,11,174,359,5559,5918,29231,64380,-29231,5918,-5559,359,-174,11,-9,2,-1	1,0,0,0,0,0,0,0,0,0,-3148702,0,0,0,0,0,0,0,0,0,1
A042150	24,49,24,-1	1,0,-98,0,1
A042151	1,2,-1	1,0,-98,0,1
A042154	24,25,49,319,368,687,368,-319,49,-25,24,-1	1,0,0,0,0,0,-1374,0,0,0,0,0,1
A042155	1,1,2,13,15,28,-15,13,-2,1,-1	1,0,0,0,0,0,-1374,0,0,0,0,0,1
A042156	24,25,49,172,221,5255,5476,21683,27159,48842,27159,-21683,5476,-5255,221,-172,49,-25,24,-1	1,0,0,0,0,0,0,0,0,0,-97684,0,0,0,0,0,0,0,0,0,1
A042157	1,1,2,7,9,214,223,883,1106,1989,-1106,883,-223,214,-9,7,-2,1,-1	1,0,0,0,0,0,0,0,0,0,-97684,0,0,0,0,0,0,0,0,0,1
A042160	24,25,49,123,1402,1525,13602,15127,179999,375125,555124,930249,555124,-375125,179999,-15127,13602,-1525,1402,-123,49,-25,24,-1	1,0,0,0,0,0,0,0,0,0,0,0,-1860498,0,0,0,0,0,0,0,0,0,0,0,1
A042161	1,1,2,5,57,62,553,615,7318,15251,22569,37820,-22569,15251,-7318,615,-553,62,-57,5,-2,1,-1	1,0,0,0,0,0,0,0,0,0,0,0,-1860498,0,0,0,0,0,0,0,0,0,0,0,1
A042166	24,25,49,74,863,937,1800,2737,1800,-937,863,-74,49,-25,24,-1	1,0,0,0,0,0,0,0,-5474,0,0,0,0,0,0,0,1
A042167	1,1,2,3,35,38,73,111,-73,38,-35,3,-2,1,-1	1,0,0,0,0,0,0,0,-5474,0,0,0,0,0,0,0,1
A042168	24,25,74,691,765,1456,9501,10957,20458,195079,410616,605695,410616,-195079,20458,-10957,9501,-1456,765,-691,74,-25,24,-1	1,0,0,0,0,0,0,0,0,0,0,0,-1211390,0,0,0,0,0,0,0,0,0,0,0,1
A042169	1,1,3,28,31,59,385,444,829,7905,16639,24544,-16639,7905,-829,444,-385,59,-31,28,-3,1,-1	1,0,0,0,0,0,0,0,0,0,0,0,-1211390,0,0,0,0,0,0,0,0,0,0,0,1
A042170	-24,-25,-74,-247,-1309,-6792,-21685,-50162,-71847,-50162,21685,-6792,1309,-247,74,-25,24,-1	-1,0,0,0,0,0,0,0,0,143694,0,0,0,0,0,0,0,0,1
A042171	-1,-1,-3,-10,-53,-275,-878,-2031,-2909,2031,-878,275,-53,10,-3,1,-1	-1,0,0,0,0,0,0,0,0,143694,0,0,0,0,0,0,0,0,1
A042174	24,25,74,99,470,569,1608,2177,1608,-569,470,-99,74,-25,24,-1	1,0,0,0,0,0,0,0,-4354,0,0,0,0,0,0,0,1
A042175	1,1,3,4,19,23,65,88,-65,23,-19,4,-3,1,-1	1,0,0,0,0,0,0,0,-4354,0,0,0,0,0,0,0,1
A042180	24,25,99,124,99,-25,24,-1	1,0,0,0,-248,0,0,0,1
A042181	1,1,4,5,-4,1,-1	1,0,0,0,-248,0,0,0,1
A042182	24,25,124,149,273,1787,2060,3847,17448,21295,17448,-3847,2060,-1787,273,-149,124,-25,24,-1	1,0,0,0,0,0,0,0,0,0,-42590,0,0,0,0,0,0,0,0,0,1
A042183	1,1,5,6,11,72,83,155,703,858,-703,155,-83,72,-11,6,-5,1,-1	1,0,0,0,0,0,0,0,0,0,-42590,0,0,0,0,0,0,0,0,0,1
A042186	24,25,174,1417,8676,10093,8676,-1417,174,-25,24,-1	1,0,0,0,0,0,-20186,0,0,0,0,0,1
A042187	1,1,7,57,349,406,-349,57,-7,1,-1	1,0,0,0,0,0,-20186,0,0,0,0,0,1
A042190	24,25,224,249,224,-25,24,-1	1,0,0,0,-498,0,0,0,1
A042191	1,1,9,10,-9,1,-1	1,0,0,0,-498,0,0,0,1
A042192	24,25,299,623,7152,7775,7152,-623,299,-25,24,-1	1,0,0,0,0,0,-15550,0,0,0,0,0,1
A042193	1,1,12,25,287,312,-287,25,-12,1,-1	1,0,0,0,0,0,-15550,0,0,0,0,0,1
A042196	24,25,599,624,599,-25,24,-1	1,0,0,0,-1248,0,0,0,1
A042197	1,1,24,25,-24,1,-1	1,0,0,0,-1248,0,0,0,1
A042198	24,25,24,-1	1,0,-50,0,1
A042199	1,1,-1	1,0,-50,0,1
A042202	25,626,25,-1	1,0,-1252,0,1
A042203	1,25,-1	1,0,-1252,0,1
A042206	25,301,326,627,7850,627,-326,301,-25,1	1,0,0,0,0,-15700,0,0,0,0,-1
A042207	-1,-12,-13,-25,-313,25,-13,12,-1	-1,0,0,0,0,15700,0,0,0,0,1
A042208	25,251,25,-1	1,0,-502,0,1
A042209	1,10,-1	1,0,-502,0,1
A042212	25,176,1081,7743,1081,-176,25,-1	1,0,0,0,-15486,0,0,0,1
A042213	1,7,43,308,-43,7,-1	1,0,0,0,-15486,0,0,0,1
A042218	25,126,25,-1	1,0,-252,0,1
A042219	1,5,-1	1,0,-252,0,1
A042224	25,76,101,682,1465,9472,10937,42283,10937,-9472,1465,-682,101,-76,25,-1	1,0,0,0,0,0,0,0,-84566,0,0,0,0,0,0,0,1
A042225	1,3,4,27,58,375,433,1674,-433,375,-58,27,-4,3,-1	1,0,0,0,0,0,0,0,-84566,0,0,0,0,0,0,0,1
A042228	25,76,177,253,1189,1442,17051,18493,91023,109516,310055,1039681,310055,-109516,91023,-18493,17051,-1442,1189,-253,177,-76,25,-1	1,0,0,0,0,0,0,0,0,0,0,0,-2079362,0,0,0,0,0,0,0,0,0,0,0,1
A042229	1,3,7,10,47,57,674,731,3598,4329,12256,41097,-12256,4329,-3598,731,-674,57,-47,10,-7,3,-1	1,0,0,0,0,0,0,0,0,0,0,0,-2079362,0,0,0,0,0,0,0,0,0,0,0,1
A042232	25,51,76,1875,1951,5777,1951,-1875,76,-51,25,-1	1,0,0,0,0,0,-11554,0,0,0,0,0,1
A042233	1,2,3,74,77,228,-77,74,-3,2,-1	1,0,0,0,0,0,-11554,0,0,0,0,0,1
A042236	25,51,76,127,203,1345,1548,2893,4441,11775,4441,-2893,1548,-1345,203,-127,76,-51,25,-1	1,0,0,0,0,0,0,0,0,0,-23550,0,0,0,0,0,0,0,0,0,1
A042237	1,2,3,5,8,53,61,114,175,464,-175,114,-61,53,-8,5,-3,2,-1	1,0,0,0,0,0,0,0,0,0,-23550,0,0,0,0,0,0,0,0,0,1
A042238	25,51,76,127,1600,16127,195124,211251,406375,1024001,406375,-211251,195124,-16127,1600,-127,76,-51,25,-1	1,0,0,0,0,0,0,0,0,0,-2048002,0,0,0,0,0,0,0,0,0,1
A042239	1,2,3,5,63,635,7683,8318,16001,40320,-16001,8318,-7683,635,-63,5,-3,2,-1	1,0,0,0,0,0,0,0,0,0,-2048002,0,0,0,0,0,0,0,0,0,1
A042241	1,2,5,12,-5,2,-1	1,0,0,0,-610,0,0,0,1
A042244	25,51,280,1731,8935,19601,8935,-1731,280,-51,25,-1	1,0,0,0,0,0,-39202,0,0,0,0,0,1
A042245	1,2,11,68,351,770,-351,68,-11,2,-1	1,0,0,0,0,0,-39202,0,0,0,0,0,1
A042249	1,2,-1	1,0,-102,0,1
A042250	25,26,51,842,893,1735,893,-842,51,-26,25,-1	1,0,0,0,0,0,-3470,0,0,0,0,0,1
A042251	1,1,2,33,35,68,-35,33,-2,1,-1	1,0,0,0,0,0,-3470,0,0,0,0,0,1
A042260	25,26,51,77,128,333,461,794,1255,2049,1255,-794,461,-333,128,-77,51,-26,25,-1	1,0,0,0,0,0,0,0,0,0,-4098,0,0,0,0,0,0,0,0,0,1
A042261	1,1,2,3,5,13,18,31,49,80,-49,31,-18,13,-5,3,-2,1,-1	1,0,0,0,0,0,0,0,0,0,-4098,0,0,0,0,0,0,0,0,0,1
A042264	25,26,51,77,513,590,1103,1693,1103,-590,513,-77,51,-26,25,-1	1,0,0,0,0,0,0,0,-3386,0,0,0,0,0,0,0,1
A042265	1,1,2,3,20,23,43,66,-43,23,-20,3,-2,1,-1	1,0,0,0,0,0,0,0,-3386,0,0,0,0,0,0,0,1
A042266	25,26,77,1951,3979,5930,3979,-1951,77,-26,25,-1	1,0,0,0,0,0,-11860,0,0,0,0,0,1
A042267	1,1,3,76,155,231,-155,76,-3,1,-1	1,0,0,0,0,0,-11860,0,0,0,0,0,1
A042268	25,26,77,334,745,1079,745,-334,77,-26,25,-1	1,0,0,0,0,0,-2158,0,0,0,0,0,1
A042269	1,1,3,13,29,42,-29,13,-3,1,-1	1,0,0,0,0,0,-2158,0,0,0,0,0,1
A042274	25,26,77,103,77,-26,25,-1	1,0,0,0,-206,0,0,0,1
A042275	1,1,3,4,-3,1,-1	1,0,0,0,-206,0,0,0,1
A042278	25,26,103,129,361,851,2063,2914,10805,13719,10805,-2914,2063,-851,361,-129,103,-26,25,-1	1,0,0,0,0,0,0,0,0,0,-27438,0,0,0,0,0,0,0,0,0,1
A042279	1,1,4,5,14,33,80,113,419,532,-419,113,-80,33,-14,5,-4,1,-1	1,0,0,0,0,0,0,0,0,0,-27438,0,0,0,0,0,0,0,0,0,1
A042284	25,26,155,336,4187,8710,47737,56447,47737,-8710,4187,-336,155,-26,25,-1	1,0,0,0,0,0,0,0,-112894,0,0,0,0,0,0,0,1
A042285	1,1,6,13,162,337,1847,2184,-1847,337,-162,13,-6,1,-1	1,0,0,0,0,0,0,0,-112894,0,0,0,0,0,0,0,1
A042290	25,26,259,544,803,1347,2150,5647,52973,58620,52973,-5647,2150,-1347,803,-544,259,-26,25,-1	1,0,0,0,0,0,0,0,0,0,-117240,0,0,0,0,0,0,0,0,0,1
A042291	1,1,10,21,31,52,83,218,2045,2263,-2045,218,-83,52,-31,21,-10,1,-1	1,0,0,0,0,0,0,0,0,0,-117240,0,0,0,0,0,0,0,0,0,1
A042292	25,26,311,337,311,-26,25,-1	1,0,0,0,-674,0,0,0,1
A042293	1,1,12,13,-12,1,-1	1,0,0,0,-674,0,0,0,1
A042296	25,26,649,675,649,-26,25,-1	1,0,0,0,-1350,0,0,0,1
A042297	1,1,25,26,-25,1,-1	1,0,0,0,-1350,0,0,0,1
A042298	25,26,25,-1	1,0,-52,0,1
A042299	1,1,-1	1,0,-52,0,1
A042302	26,677,26,-1	1,0,-1354,0,1
A042303	1,26,-1	1,0,-1354,0,1
A042306	26,339,26,-1	1,0,-678,0,1
A042307	1,13,-1	1,0,-678,0,1
A042310	26,209,235,679,3630,7939,43325,94589,137914,1197901,137914,-94589,43325,-7939,3630,-679,235,-209,26,-1	1,0,0,0,0,0,0,0,0,0,-2395802,0,0,0,0,0,0,0,0,0,1
A042311	1,8,9,26,139,304,1659,3622,5281,45870,-5281,3622,-1659,304,-139,26,-9,8,-1	1,0,0,0,0,0,0,0,0,0,-2395802,0,0,0,0,0,0,0,0,0,1
A042314	26,157,183,340,4263,4603,8866,57799,8866,-4603,4263,-340,183,-157,26,-1	1,0,0,0,0,0,0,0,-115598,0,0,0,0,0,0,0,1
A042315	1,6,7,13,163,176,339,2210,-339,176,-163,13,-7,6,-1	1,0,0,0,0,0,0,0,-115598,0,0,0,0,0,0,0,1
A042320	26,105,131,367,498,8335,8833,26001,34834,165337,34834,-26001,8833,-8335,498,-367,131,-105,26,-1	1,0,0,0,0,0,0,0,0,0,-330674,0,0,0,0,0,0,0,0,0,1
A042321	1,4,5,14,19,318,337,992,1329,6308,-1329,992,-337,318,-19,14,-5,4,-1	1,0,0,0,0,0,0,0,0,0,-330674,0,0,0,0,0,0,0,0,0,1
A042324	26,105,26,-1	1,0,-210,0,1
A042325	1,4,-1	1,0,-210,0,1
A042326	26,79,105,289,394,1471,394,-289,105,-79,26,-1	1,0,0,0,0,0,-2942,0,0,0,0,0,1
A042327	1,3,4,11,15,56,-15,11,-4,3,-1	1,0,0,0,0,0,-2942,0,0,0,0,0,1
A042332	26,79,974,1053,5186,6239,80054,246401,80054,-6239,5186,-1053,974,-79,26,-1	1,0,0,0,0,0,0,0,-492802,0,0,0,0,0,0,0,1
A042333	1,3,37,40,197,237,3041,9360,-3041,237,-197,40,-37,3,-1	1,0,0,0,0,0,0,0,-492802,0,0,0,0,0,0,0,1
A042336	26,53,79,290,2979,9227,12206,33639,12206,-9227,2979,-290,79,-53,26,-1	1,0,0,0,0,0,0,0,-67278,0,0,0,0,0,0,0,1
A042337	1,2,3,11,113,350,463,1276,-463,350,-113,11,-3,2,-1	1,0,0,0,0,0,0,0,-67278,0,0,0,0,0,0,0,1
A042338	26,53,79,132,211,343,554,1451,554,-343,211,-132,79,-53,26,-1	1,0,0,0,0,0,0,0,-2902,0,0,0,0,0,0,0,1
A042339	1,2,3,5,8,13,21,55,-21,13,-8,5,-3,2,-1	1,0,0,0,0,0,0,0,-2902,0,0,0,0,0,0,0,1
A042340	-26,-53,-132,-53,26,-1	-1,0,0,264,0,0,1
A042341	-1,-2,-5,2,-1	-1,0,0,264,0,0,1
A042342	-26,-53,-132,-185,-317,-502,-819,-2140,-5099,-2140,819,-502,317,-185,132,-53,26,-1	-1,0,0,0,0,0,0,0,0,10198,0,0,0,0,0,0,0,0,1
A042343	-1,-2,-5,-7,-12,-19,-31,-81,-193,81,-31,19,-12,7,-5,2,-1	-1,0,0,0,0,0,0,0,0,10198,0,0,0,0,0,0,0,0,1
A042348	-26,-53,-556,-5613,-11782,-5613,556,-53,26,-1	-1,0,0,0,0,23564,0,0,0,0,1
A042349	-1,-2,-21,-212,-445,212,-21,2,-1	-1,0,0,0,0,23564,0,0,0,0,1
A042351	1,2,-1	1,0,-106,0,1
A042352	26,27,53,928,4693,5621,32798,563187,595985,1159172,595985,-563187,32798,-5621,4693,-928,53,-27,26,-1	1,0,0,0,0,0,0,0,0,0,-2318344,0,0,0,0,0,0,0,0,0,1
A042353	1,1,2,35,177,212,1237,21241,22478,43719,-22478,21241,-1237,212,-177,35,-2,1,-1	1,0,0,0,0,0,0,0,0,0,-2318344,0,0,0,0,0,0,0,0,0,1
A042354	26,27,53,398,5227,36987,42214,79201,42214,-36987,5227,-398,53,-27,26,-1	1,0,0,0,0,0,0,0,-158402,0,0,0,0,0,0,0,1
A042355	1,1,2,15,197,1394,1591,2985,-1591,1394,-197,15,-2,1,-1	1,0,0,0,0,0,0,0,-158402,0,0,0,0,0,0,0,1
A042356	26,27,53,239,770,7939,24587,106287,130874,237161,130874,-106287,24587,-7939,770,-239,53,-27,26,-1	1,0,0,0,0,0,0,0,0,0,-474322,0,0,0,0,0,0,0,0,0,1
A042357	1,1,2,9,29,299,926,4003,4929,8932,-4929,4003,-926,299,-29,9,-2,1,-1	1,0,0,0,0,0,0,0,0,0,-474322,0,0,0,0,0,0,0,0,0,1
A042358	26,27,53,186,4889,14853,19742,34595,19742,-14853,4889,-186,53,-27,26,-1	1,0,0,0,0,0,0,0,-69190,0,0,0,0,0,0,0,1
A042359	1,1,2,7,184,559,743,1302,-743,559,-184,7,-2,1,-1	1,0,0,0,0,0,0,0,-69190,0,0,0,0,0,0,0,1
A042360	26,27,53,133,452,1037,1489,2526,1489,-1037,452,-133,53,-27,26,-1	1,0,0,0,0,0,0,0,-5052,0,0,0,0,0,0,0,1
A042361	1,1,2,5,17,39,56,95,-56,39,-17,5,-2,1,-1	1,0,0,0,0,0,0,0,-5052,0,0,0,0,0,0,0,1
A042362	26,27,53,80,133,612,2581,10936,13517,24453,37970,62423,37970,-24453,13517,-10936,2581,-612,133,-80,53,-27,26,-1	1,0,0,0,0,0,0,0,0,0,0,0,-124846,0,0,0,0,0,0,0,0,0,0,0,1
A042363	1,1,2,3,5,23,97,411,508,919,1427,2346,-1427,919,-508,411,-97,23,-5,3,-2,1,-1	1,0,0,0,0,0,0,0,0,0,0,0,-124846,0,0,0,0,0,0,0,0,0,0,0,1
A042366	26,27,53,80,373,453,826,1279,826,-453,373,-80,53,-27,26,-1	1,0,0,0,0,0,0,0,-2558,0,0,0,0,0,0,0,1
A042367	1,1,2,3,14,17,31,48,-31,17,-14,3,-2,1,-1	1,0,0,0,0,0,0,0,-2558,0,0,0,0,0,0,0,1
A042368	26,27,53,80,53,-27,26,-1	1,0,0,0,-160,0,0,0,1
A042369	1,1,2,3,-2,1,-1	1,0,0,0,-160,0,0,0,1
A042370	26,27,80,507,1094,1601,1094,-507,80,-27,26,-1	1,0,0,0,0,0,-3202,0,0,0,0,0,1
A042371	1,1,3,19,41,60,-41,19,-3,1,-1	1,0,0,0,0,0,-3202,0,0,0,0,0,1
A042374	26,27,80,107,187,481,668,1149,2966,4115,2966,-1149,668,-481,187,-107,80,-27,26,-1	1,0,0,0,0,0,0,0,0,0,-8230,0,0,0,0,0,0,0,0,0,1
A042375	1,1,3,4,7,18,25,43,111,154,-111,43,-25,18,-7,4,-3,1,-1	1,0,0,0,0,0,0,0,0,0,-8230,0,0,0,0,0,0,0,0,0,1
A042376	26,27,80,107,615,3182,16525,19707,55939,75646,55939,-19707,16525,-3182,615,-107,80,-27,26,-1	1,0,0,0,0,0,0,0,0,0,-151292,0,0,0,0,0,0,0,0,0,1
A042377	1,1,3,4,23,119,618,737,2092,2829,-2092,737,-618,119,-23,4,-3,1,-1	1,0,0,0,0,0,0,0,0,0,-151292,0,0,0,0,0,0,0,0,0,1
A042386	26,27,134,161,134,-27,26,-1	1,0,0,0,-322,0,0,0,1
A042387	1,1,5,6,-5,1,-1	1,0,0,0,-322,0,0,0,1
A042392	26,27,215,242,215,-27,26,-1	1,0,0,0,-484,0,0,0,1
A042393	1,1,8,9,-8,1,-1	1,0,0,0,-484,0,0,0,1
A042396	26,27,350,727,9074,9801,9074,-727,350,-27,26,-1	1,0,0,0,0,0,-19602,0,0,0,0,0,1
A042397	1,1,13,27,337,364,-337,27,-13,1,-1	1,0,0,0,0,0,-19602,0,0,0,0,0,1
A042398	26,27,458,485,458,-27,26,-1	1,0,0,0,-970,0,0,0,1
A042399	1,1,17,18,-17,1,-1	1,0,0,0,-970,0,0,0,1
A042400	26,27,701,728,701,-27,26,-1	1,0,0,0,-1456,0,0,0,1
A042401	1,1,26,27,-26,1,-1	1,0,0,0,-1456,0,0,0,1
A042402	26,27,26,-1	1,0,-54,0,1
A042403	1,1,-1	1,0,-54,0,1
A042406	27,730,27,-1	1,0,-1460,0,1
A042407	1,27,-1	1,0,-1460,0,1
A042408	27,487,27,-1	1,0,-974,0,1
A042409	1,18,-1	1,0,-974,0,1
A042410	-27,-352,-379,-731,-9882,-731,379,-352,27,-1	-1,0,0,0,0,19764,0,0,0,0,1
A042411	-1,-13,-14,-27,-365,27,-14,13,-1	-1,0,0,0,0,19764,0,0,0,0,1
A042414	27,244,27,-1	1,0,-488,0,1
A042415	1,9,-1	1,0,-488,0,1
A042416	27,190,217,624,841,2306,3147,24335,3147,-2306,841,-624,217,-190,27,-1	1,0,0,0,0,0,0,0,-48670,0,0,0,0,0,0,0,1
A042417	1,7,8,23,31,85,116,897,-116,85,-31,23,-8,7,-1	1,0,0,0,0,0,0,0,-48670,0,0,0,0,0,0,0,1
A042420	27,163,27,-1	1,0,-326,0,1
A042421	1,6,-1	1,0,-326,0,1
A042424	27,109,136,1741,1877,9249,1877,-1741,136,-109,27,-1	1,0,0,0,0,0,-18498,0,0,0,0,0,1
A042425	1,4,5,64,69,340,-69,64,-5,4,-1	1,0,0,0,0,0,-18498,0,0,0,0,0,1
A042430	27,82,109,845,22924,161313,184237,714024,184237,-161313,22924,-845,109,-82,27,-1	1,0,0,0,0,0,0,0,-1428048,0,0,0,0,0,0,0,1
A042431	1,3,4,31,841,5918,6759,26195,-6759,5918,-841,31,-4,3,-1	1,0,0,0,0,0,0,0,-1428048,0,0,0,0,0,0,0,1
A042432	27,82,109,191,300,491,791,1282,2073,7501,2073,-1282,791,-491,300,-191,109,-82,27,-1	1,0,0,0,0,0,0,0,0,0,-15002,0,0,0,0,0,0,0,0,0,1
A042433	1,3,4,7,11,18,29,47,76,275,-76,47,-29,18,-11,7,-4,3,-1	1,0,0,0,0,0,0,0,0,0,-15002,0,0,0,0,0,0,0,0,0,1
A042439	1,3,-1	1,0,-164,0,1
A042448	27,55,137,192,521,713,1947,4607,1947,-713,521,-192,137,-55,27,-1	1,0,0,0,0,0,0,0,-9214,0,0,0,0,0,0,0,1
A042449	1,2,5,7,19,26,71,168,-71,26,-19,7,-5,2,-1	1,0,0,0,0,0,0,0,-9214,0,0,0,0,0,0,0,1
A042452	-27,-55,-302,-357,-659,-1016,-1675,-9391,-20457,-9391,1675,-1016,659,-357,302,-55,27,-1	-1,0,0,0,0,0,0,0,0,40914,0,0,0,0,0,0,0,0,1
A042453	-1,-2,-11,-13,-24,-37,-61,-342,-745,342,-61,37,-24,13,-11,2,-1	-1,0,0,0,0,0,0,0,0,40914,0,0,0,0,0,0,0,0,1
A042454	27,55,577,1209,577,-55,27,-1	1,0,0,0,-2418,0,0,0,1
A042455	1,2,21,44,-21,2,-1	1,0,0,0,-2418,0,0,0,1
A042456	27,55,27,-1	1,0,-110,0,1
A042457	1,2,-1	1,0,-110,0,1
A042458	-27,-28,-55,-963,-1018,-6053,-31283,-37336,-665995,-703331,-1369326,-703331,665995,-37336,31283,-6053,1018,-963,55,-28,27,-1	-1,0,0,0,0,0,0,0,0,0,0,2738652,0,0,0,0,0,0,0,0,0,0,1
A042459	-1,-1,-2,-35,-37,-220,-1137,-1357,-24206,-25563,-49769,25563,-24206,1357,-1137,220,-37,35,-2,1,-1	-1,0,0,0,0,0,0,0,0,0,0,2738652,0,0,0,0,0,0,0,0,0,0,1
A042462	27,28,55,248,303,551,303,-248,55,-28,27,-1	1,0,0,0,0,0,-1102,0,0,0,0,0,1
A042463	1,1,2,9,11,20,-11,9,-2,1,-1	1,0,0,0,0,0,-1102,0,0,0,0,0,1
A042464	27,28,55,193,1020,1213,7085,22468,29553,52021,29553,-22468,7085,-1213,1020,-193,55,-28,27,-1	1,0,0,0,0,0,0,0,0,0,-104042,0,0,0,0,0,0,0,0,0,1
A042465	1,1,2,7,37,44,257,815,1072,1887,-1072,815,-257,44,-37,7,-2,1,-1	1,0,0,0,0,0,0,0,0,0,-104042,0,0,0,0,0,0,0,0,0,1
A042466	-27,-28,-55,-138,-331,-469,-800,-469,331,-138,55,-28,27,-1	-1,0,0,0,0,0,0,1600,0,0,0,0,0,0,1
A042467	-1,-1,-2,-5,-12,-17,-29,17,-12,5,-2,1,-1	-1,0,0,0,0,0,0,1600,0,0,0,0,0,0,1
